Auction ID/CIN/LLPIN,Bank/Organisation Name,Location-City/District/address,_Auction date,_Last Date of EMD Submission,_Reserve Price,EMD Amount,Nature of Assets,Details URL,Auction Notice URL,Source
U21011MH1999PLC120613,Reliable Paper (India) Limited,"Taluka. Mavuda, District Surat, Gujarat",23-10-2023,19-10-2023,45628723.0,1000000.0,Industrial Property with factory building in partial dismantled condition,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695461973_4285.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/d4aac2720abff2e3e26089bc65600a9f.pdf,IBBI_Auctions
U93000WB2014PTC202244,Predicate Consultants Private Limited,Online,13-10-2023,11-10-2023,476500000.0,1000000.0,Sale of Corporate Debtor as going concern,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695464883_4287.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/b6509eacdfc9937978ad3e4fdbce7f10.pdf,IBBI_Auctions
U74999TG1992PLC014388,GVK INDUSTRIES LIMITED,"Kesavaram Village, Mandapeta (M) Jegurupadu Village, Kadiyam (M), East Godavari Dist. Andhra Pradesh Copyright © 2023",23-10-2023,20-10-2023,150400000.0,15040000.0,"LOT-I Land Parcel of 4.54 Acres under survey numbers 8/1a, 8/1b, 8/2 and 8/3 situated at Kesavaram Village, Mandapeta (M), Rajahmundry, East Godavari Dist. Andhra Pradesh Reserve Price rs.314Lakhs EMDRs. 31.4Lakhs. LOT-II Land Parcel of 3.5 Acres under survey numbers 9/1a, 9/1b, 9/1c, 9/1d, 9/1e, 9/2 and 7/6 situated at Kesavaram Village, Mandapeta (M), Rajahmundry, East Godavari Dist. Andhra Pradesh Reserve Price Rs.172 Lakhs and EMD Rs.17.2 Lakhs. LOT-III Land Parcel of 2.19 Acres under survey numbers 25 and 4/7 situated at Kesavaram Village, Mandapeta (M), Rajahmundry, East Godavari Dist. Andhra Pradesh. Reserve Price Rs.130 Lakhs and EMD Rs.13 Lkhs LOT-IV Land Parcel of 9.85 Acres under survey numbers 21/3, 21/3, 21/4, 21/5, 21/6 and 21/7 situated at Kesavaram Village, Mandapeta (M), Rajahmundry, East Godavari Dist. Andhra Pradesh Reserve Price Rs. 638 Lakhs and EMD Rs. 63.8 Lakhs LOT-V Land Parcel of 2.97 Acres under survey numbers 231/1, 231/2, 231/6, situated at Kesavaram Village, Mandapeta (M) 51/3 and 50/5-3 situated at Jegurupadu Village, Kadiyam (M), Rajahmundry, East Godavari Dist. Andhra Pradesh Reserve Price rs.155 Lakhs and EMD Rs.15.5 Lakhs LOT-VI Land Parcel of 1.825 Acres under survey numbers 51/6, 50/5-3 and 50/3-1 situated at Jegurupadu Village, Kadiyam (M), Rajahmundry, East Godavari Dist. Andhra Pradesh Reserve Price Rs.95 Lakhs and EMD Rs.9.5 Lakhs Reserve Price and EMD amounts mentioned in the Clauses 10 and 11 are total of the six Lots.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695464915_4288.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/4d5b980d24134f04ecd8fe43fd6dc43b.pdf,IBBI_Auctions
U70102WB2012PTC189246,HVR Projects Private Limited,"Amravati Road, Gondkhairi Kalmeswar By- Pass, Nimji, Nagpur -Maharashtra PiN:441501",26-10-2023,23-10-2023,120586090.0,12058609.0,"Factory Sheds,Office Building,Toilet block,Time office, Security Cabin and other constructions of HVR Projects Private Limited at a Reserve Price of Rs.2,64,11,350/-. Along with the assets of the Corporate debtor, the land on which those constructions have been made which is not owned by the corporate debtor will be auctioned at a Reserve Price of Rs.9,41,74,740/-, the cumulative Reserve Price being Rs.12,05,86,090/-.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695472800_4289.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/1544bfd75f8a22d1b174a9a6bc662bb9.pdf,IBBI_Auctions
U40100TG2005PLC045445,LANCO VIDARBHA THERMAL POWER LIMITED,"Plant/Project site address: Near Mandva Village in Wardha District, Maharashtra - 422001",25-10-2023,23-10-2023,31114990.0,3111500.0,"Lot 5: GRP Pipes 1100 mm Diameter Lot 7: 765 KV Switchyard Material Lot 11: Steel Material to be extracted from foundations like ESP, DM PLANT,etc. at the LVTPL Project Site",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695478419_4290.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/30b51c0e14a8079b0cfb692ffc6b9549.pdf,IBBI_Auctions
U74999MH2012PTC230339,Oneworld Creations Private Limited,"Unit 1&2 ,Solaris Building D,8th Floor ,Saki Vihar Road ,Andheri (East) , Mumbai 400072",25-10-2023,23-10-2023,24426030.0,2442603.0,Commercial office premises,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695362536_4276.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-22-113216-p9wdx-7a8cd67040d9903535c90a81e53f4cee.pdf,IBBI_Auctions
U17301PB2007PTC030900,RAMA KRISHNA KNITTERS PRIVATE LIMITED,Ludhiana,20-10-2023,18-10-2023,87649804.0,8764981.0,Plant & Machinery and Misc Fixed Assets and Land and Building,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695367404_4277.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/01fcc04174b696951ccdc5cfc940ee44.pdf,IBBI_Auctions
U45309MH2007PTC174461,R. K. CONSTRO PROJECTS PRIVATE LIMITED,The Assets are located in Aurangabad.,13-10-2023,10-10-2023,27707300.0,2770700.0,Land and Building,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695380346_4279.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/adb66c1a7f7e488f3ac6017debe5145e.pdf,IBBI_Auctions
U52110WB2006PLC111091,VISA RESOURCES INDIA LIMITED,"5B, Express Tower, 42A Shakespeare Sarani Kolkata WB 700017 IN",03-10-2023,01-10-2023,127640000.0,12760000.0,"A1-Sale of the Corporate Debtor as going Concern B1-Sale of Company as going concern (with Laptop, Printer, Income Tax refunds and other current asset as per the Audited Balance Sheet as on 31.02.2022 except (Trade receivable ?7.85 Crores & Security Deposits ? 13 Crores) B2-Sale of assets (Trade receivable ?7.85 Crores & Security Deposits 13 Crores)",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695290789_4163.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/b35e41bd24100437491e7ddb84db5365.pdf,IBBI_Auctions
U18101DL1998PTC091759,Jot Impex Private Limited,"Property Number DPT 632, 6th Floor, Plot 79 and 80, DLF Prime Tower, Okhla Phase-I, New Delhi-110020 (with 1 covered parking)",23-10-2023,20-10-2023,7500000.0,750000.0,Office Premises,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695274089_4257.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/c22b965abdc65da5ff3d39d71aba7d83.pdf,IBBI_Auctions
U18101DL1998PTC091759,Jot Impex Private Limited,"Property Number DPT 633, 6th Floor, Plot 79 and 80, DLF Prime Tower, Okhla Phase-I, New Delhi-110020 (with 1 covered parking)",23-10-2023,20-10-2023,7100000.0,710000.0,Office Premises,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695274197_4258.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-21-105957-3ljms-c22b965abdc65da5ff3d39d71aba7d83.pdf,IBBI_Auctions
U51909MH2006PTC164429,Firestar Diamond International Private Limited,Mumbai,26-10-2023,24-10-2023,482211220.0,48221120.0,"The Liquidator in Consultation with the Committee members has proposed to sale, the assets of the Corporate Debtor",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695276181_4259.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/7fb8ca46bc60a60b98385b3a97c15e1e.pdf,IBBI_Auctions
U45400WB2010PLC151807,BIL Infratech Limited,West Bengal,16-10-2023,13-10-2023,81000000.0,8100000.0,Sale of Corporate Debtor as a Going Concern along with all assets including Plant & Machinery and Securities & Financial Assets (Excluding investment made in 9% NonCumulative Redeemable Preference Shares and cash/Bank balance over and above Rs 25.00 Lakh,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695279976_4260.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/e4d65a8aed02afc2bd98309e6d6b34cb.pdf,IBBI_Auctions
U45400WB2010PLC151807,BIL Infratech Limited,West Bengal,16-10-2023,13-10-2023,200000000.0,20000000.0,9% Non-Cumulative Redeemable Preference Shares,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695280149_4261.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-21-123909-9cp07-e4d65a8aed02afc2bd98309e6d6b34cb.pdf,IBBI_Auctions
U90000GJ2010PLC059257,SORT INDIA ENVIRO SOLUTIONS LIMITED,Not applicable,20-10-2023,17-10-2023,8800000.0,880000.0,Not Readily Realisable Assets,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695280854_4262.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/a3c5c629fdcc8ea4407997ba4d17f855.pdf,IBBI_Auctions
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,Nagpur,21-10-2023,16-10-2023,28444606.0,2844460.0,Land (Plots),https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695282089_4263.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/e5ed8283a426fb48d9e8544afbaac585.pdf,IBBI_Auctions
U45203OR1995PLC003982,Coastal Projects Limited,"Plant and machinery, land are located in various places in India - details will be informed to the eligible parties as per EOI eligibility via the virtual data room - interested persons can seek EOI eligibility and process memorandum from liquidator.cpl@in.ey.com or http://coastalprojects.co/losh1.php",11-10-2023,03-10-2023,1840000000.0,20000000.0,"Sale of the Corporate Debtor as a going concern. Assets consist of plant and machinery, land & building and financial assets.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695289290_4264.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/9b0c2bbf048acc99302177592ae5f379.pdf,IBBI_Auctions
U74999MH2016PTC282578,SALELINK ECOM PRIVATE LIMITED,"Ground Floor, Gala No. 5 & 6, KK Patil Estate, Dapoda Road, Landmark next to Parasnath Complex, Bhiwandi-421302, Maharashtra",19-10-2023,16-10-2023,4944000.0,494400.0,Plant and Machinery,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695290707_4265.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-21-153507-kn0j5-0abebd71847519104cf7941d6225932f.pdf,IBBI_Auctions
U52110WB2006PLC111091,VISA RESOURCES INDIA LIMITED,"5B, Express Tower, 42A Shakespeare Sarani Kolkata WB 700017",18-10-2023,16-10-2023,115980000.0,11600000.0,"A1 Sale of the Corporate Debtor as going Concern B1 Sale of Company as going concern (with Laptop, Printer, Income Tax refunds and other current asset as per the Audited Balance Sheet as on 31.03.2022 except (Trade receivable ?7.85 Crores & Security Deposits ? 13 Crores) B2 Sale of assets (Trade receivable ?7.85 Crores & Security Deposits ? 13 Crores)",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695291467_4266.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-21-154747-3sc2y-a2d0118fcc36db75a010c704f91a773d.pdf,IBBI_Auctions
L67120DD1987PLC002395,PSL LIMITED,"Mumbai, Jaipur, Gujarat",25-10-2023,23-10-2023,910000000.0,91000000.0,Land & Building,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695292017_4267.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/34b89d5baf723b1b148e7773ae8105ea.pdf,IBBI_Auctions
U33309TN2011PTC079981,M N Horological Industries Private Limited,"Ponneri, Chennai",19-10-2023,17-10-2023,414359.0,41436.0,Inventory,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695295167_4268.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/0a571b4d858891f2110f87b44c6e6404.pdf,IBBI_Auctions
U23209DL2004PTC125911,SPACEVISION IMPEX PRIVATE LIMITED,"Shop/office premises bearing Municipal Sub.No.:84/47 F4, situated on 5th Floor, Property No. 84 (Old No. 12), Jaya Chamarajendra Road, Bangalore, having super built-up area of 1293 sq. fts. and undivided share of 196.21 sq. fits of 8250 sq. fts. and bounded by: North: B.H.K. Sheriff Land, South: Shakoor Brother’s Building, East: J. C. Road, West: Corporation Road",20-10-2023,18-10-2023,8000000.0,800000.0,Shop/Office,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695297987_4270.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/65f59e927f455ba55b5eb0d857ed2961.pdf,IBBI_Auctions
U23209DL2004PTC125911,SPACEVISION IMPEX PRIVATE LIMITED,"Non-agricultural land Non-agricultural land at Village –Tajsultanpur, Taluka & Dist. Gulbarga, Karnataka having following details: 1. Deed No. 7473 Dated: January 24th, 2005, Survey No. 24, Land Area (As per title deeds)-01 Acres, Land Area (in Acres)-01 Acres 2. Deed No. 8577 Dated: March 5th, 2005, Survey No.28, Land Area (As per title deeds)-01 Acres, Land Area (in Acres)-01 Acres. 3. Deed No. 6072 Dated: November 27th, 2004, Survey No. 28/5, Land Area (As per title deeds)-30 Guntas, Land Area (in Acres)-0.75 Acres. 4. Deed No. 8513 Dated : March 3rd, 2005, Survey No. 29/4, Land Area (As per title deeds)-01 Acres 20 Guntas, Land Area (in Acres)-1.50 Acres . 5. Deed No. 6070 Dated: November 27th, 2004, Survey No. 29/5, Land Area (As per title deeds)-01 Acres 15 Guntas, Land Area (in Acres)-1.375 Acres. 6.Deed No. 6176 Dated: November 27th, 2004, Survey No. 31/3C, Land Area (As per title deeds)-03 Acres, Land Area (in Acres)-03 Acres. Total: Land Area (As per title deeds)-08 Acres 25 Guntas, Land Area (in Acres)-8.625 Acres",20-10-2023,18-10-2023,12150000.0,1215000.0,Non-agricultural land,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695298638_4272.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-21-172851-5jhpb-65f59e927f455ba55b5eb0d857ed2961.pdf,IBBI_Auctions
U01122PN2004PTC020006,SHREE GAJANAN AGRO FARMS PRIVATE LIMITED,"Mouje-Shevare-Ombal, Taluka – Devgad, Sindhudurg",19-10-2023,17-10-2023,59924000.0,5992400.0,Option A: Sale of Assets as Going Concern Option B: Sale of Assets in parcel,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695300658_4273.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/43ea2acd5ff06b5e1d9e5426f734c87b.pdf,IBBI_Auctions
U45400WB2011PTC156973,RNM Infra Private Limited,"Sathi Apartment, Office Room No. G-1 & G-2 at Ground Floor, 30 Mukherjee Para Lane, Ward No. 7, Serampore",11-10-2023,09-10-2023,5175000.0,518000.0,office,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695301403_4275.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/38a1e78fad51f84c22280d466aa9d7a2.pdf,IBBI_Auctions
U45309PY2016PTC008097,JKS The Banyaan Private Limited,"Pondicherry Geo location : 11.92550622112585, 79.7808250423273",18-10-2023,14-10-2023,121500000.0,12150000.0,"Partly Developed Residential Complex in the name and Style of “The Banyaan Apartments” in the Land admeasuring 57487 sq.ft in R.S. No. 132/1, Cad No. 290 bis Patta No 42 in Oulgarate Revenue Village, Village No 35, Outlgaret Municipality, Oulgaret Sub R.D and Puducherry R. D.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695151993_4253.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/e403cee357e9b4a7abf052629a579afa.pdf,IBBI_Auctions
U17119GJ2003PTC042006,Swiss Ribbons Private Limited,Surat and Ahmedabad,18-10-2023,16-10-2023,21300000.0,2130000.0,"Three Groups, viz. Plant & Machinery, Finished Goods and 7 Shops",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695184101_4254.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/3a5de5b1d4a7efc5c4b6aa4e5d64c334.pdf,IBBI_Auctions
L15141MP1985PLC003171,K.S. Oils Limited,"Haldia, West Bengal",20-10-2023,17-10-2023,667900000.0,66790000.0,"Manufacturing Unit at Mauza Debhog, J.L No. 149, P.S. Bhabanipur, District Purba Medinipur, Haldia, West Bengal (Area: Leasehold land admeasuring 20.46 acres more or less)",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695187324_4255.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/82893df6efe775b506629ad91b80412d.pdf,IBBI_Auctions
L01132WB1983PLC035629,Barcley Enterprises Limited,"3rd Floor office space of a Apartment namely ""Mira Mahal"" situated at: Premises No. 3A, Muzaffar Ahmed Street (Also known as Ripon Street); Holding No.- 100; Near Kolkata Police Petrol Pump (Bata More); P.O. & P.S.- Park Street, Ward No. 63",11-10-2023,10-10-2023,211000000.0,21100000.0,"Financial Assets (Debtors, Advances and other financial assets) without the proceeds from the outcome of the avoidance transactions application and 3rd Floor office space of a Apartment namely ""Mira Mahal""",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695191474_4256.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-20-120114-b52fq-1a9f6f5674e6de771176d3ece96dd8ba.pdf,IBBI_Auctions
U17111TN1992PTC023951,SRI VENKAT RAM SPINNERS PRIVATE LIMITED,"1.Cholapuram,Village, Rajapalayam Taluk & SRO, Virudhunagar District 2.Vadi Village,Veerakeralamputhur Taluk, Surandai SRO & Tirunelveli District",13-10-2023,11-10-2023,254180000.0,25418000.0,Factory Land and Building & Plant and Machinery,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695106815_4243.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/fb3a86e95732d736b494dbe43c1ab213.pdf,IBBI_Auctions
U45309TG2017PTC114221,BUTTA INFRASTRUCTURE PRIVATE LIMITED,"Banjara Hills, Hyderabad, Telangana",19-10-2023,16-10-2023,1170000000.0,117000000.0,Land & Building along with furniture,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695110094_4244.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/a790e880699c089c835ad527b62975e0.pdf,IBBI_Auctions
U51909DL2019PTC354268,NEEMSAR VYAPAAR PRIVATE LIMITED,Delhi,20-10-2023,17-10-2023,2002000.0,200200.0,Trade Receivables and Computer,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695111343_4245.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/6b782398aad7dc650470961ae4195d12.pdf,IBBI_Auctions
U51909DL2019PTC354413,RAMGARH TRADELINKS PRIVATE LIMITED,Delhi,20-10-2023,17-10-2023,22502000.0,2250200.0,Trade Receivables and Computer,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695111457_4246.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/8ce5e78f16446947036314ac452f56e7.pdf,IBBI_Auctions
U51909DL2019PTC354643,VIDHARVA TRADING PRIVATE LIMITED,Delhi,20-10-2023,17-10-2023,71512000.0,7151200.0,Trade Receivables and Computers,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695111574_4247.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/b00f278c94734a0c0fcdad8498499bd5.pdf,IBBI_Auctions
U51909DL2019PTC354412,Pitambara Business Promotions Private Limited,Delhi,20-10-2023,17-10-2023,10002000.0,1000200.0,Trade Receivables and Computer,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695111681_4248.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/5550c340bdeafcfd4b2a17554bd25bdf.pdf,IBBI_Auctions
U21012PB2007PLC031416,Saber Papers Limited,"Land at village Hambran, Ludhiana, Punjab covered by registered Title Deed: Deed No. Extent of Land 8285 4 Kanal and 0 Marla 8380 10 Kanal and 19 Marla 8381 10 Kanal and 14-1/2 Marla TOTAL 25 Kanal and 13.5 Marla",16-10-2023,14-10-2023,8967000.0,896000.0,Land,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695114602_4249.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/428e4e7ec742db9d6f615d2b93cfe030.pdf,IBBI_Auctions
U21015PB1996PTC019227,Saber Paper Boards Private Limited,"Lot No. Description of Assets Reserve Price (Rs. Lacs) EMD (Rs. Lacs) Incremental Bid Amount (Rs. Lacs) 1 Land and Building and Plant & Machinery Comprised in Lot 2 and Lot 3 1051.52 10.50 20.00 2 Kraft Paper Unit and Corrugate Box Unit Land (comprised in title deeds listed hereunder) & Building (including structure and sheds) of Saber Paper Boards Pvt. Ltd. at village Gaunspur, Ludhiana, Punjab – 141011 Deed No. Extent of Land 14331 57 Kanal and 17 Marla 22202 12 Kanal and 6 Marla 26558 12 Kanal and 10 Marla 22248 7 Kanal and 12 Marla TOTAL 90 Kanal and 5 Marla 871.15 87.00 20.00 3 Plant and Machinery – Corrugated Box Unit Entire Plant & Machinery of Corrugated Box Unit of Saber Paper Boards Pvt. Ltd. at village Gaunspur, Ludhiana, Punjab – 141011 180.37 18.00 5.00",16-10-2023,14-10-2023,105152000.0,10500000.0,Land Building and Plant & Machinery,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695114773_4250.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-19-144253-wxa14-428e4e7ec742db9d6f615d2b93cfe030.pdf,IBBI_Auctions
U21015PB1996PTC019227,Saber Paper Boards Private Limited,"Land (comprised in title deeds listed hereunder) & Building (including structure and sheds) of Saber Paper Boards Pvt. Ltd. at village Gaunspur, Ludhiana, Punjab – 141011 Deed No. Extent of Land 14331 57 Kanal and 17 Marla 22202 12 Kanal and 6 Marla 26558 12 Kanal and 10 Marla 22248 7 Kanal and 12 Marla TOTAL 90 Kanal and 5 Marla",16-10-2023,14-10-2023,87115000.0,8700000.0,Land,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695114878_4251.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-19-144438-x12m8-428e4e7ec742db9d6f615d2b93cfe030.pdf,IBBI_Auctions
U21015PB1996PTC019227,Saber Paper Boards Private Limited,"Plant and Machinery – Corrugated Box Unit Entire Plant & Machinery of Corrugated Box Unit of Saber Paper Boards Pvt. Ltd. at village Gaunspur, Ludhiana, Punjab – 141011",16-10-2023,14-10-2023,18037000.0,1800000.0,Plant & Machinery,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695115011_4252.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-19-144651-ahd6w-428e4e7ec742db9d6f615d2b93cfe030.pdf,IBBI_Auctions
U60200MP1991PLC006626,Bhatia Global Trading Limited,N.A,13-10-2023,10-10-2023,75000.0,7500.0,"Physically not available Old Assets (including Vehicles, Furniture, Movables etc. only as too old book entry, liable to be written off) of the Corporate Debtor Being Not Readily Realizable Assets (NRRA) under Regulation 37A of The Insolvency and Bankruptcy Board of India (Liquidation Process) Regulations,2016.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695014637_4233.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/d8363f41d3fdda35ce331b12f1500419.pdf,IBBI_Auctions
L99999MH1997PLC107153,Unity Infraprojects Limited,"Mumbai, Mollem, Nagothane and Kudgi",19-10-2023,16-10-2023,10164078.0,1016408.0,Vehicles,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695015782_4234.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/66d93c4f129bacac6f621522825a144a.pdf,IBBI_Auctions
L15141MP1985PLC003171,K.S. Oils Limited,"Registered office at Morena, Madhya Pradesh. Plants and assets at Kota, Ratlam, Guna and Morena",19-10-2023,16-10-2023,2390000000.0,239000000.0,"Sale of Corporate Debtor as going concern in accordance with clause(e) of Regulation 32, Regulation 32A of IBBI (Liquidation Process) Regulations, 2016 excluding Manufacturing unit at Haldia, Windmill Assets, land at Ratlam admeasuring 2.2 hectares and diverted land of Village Karua, Tehsil and District Morena admeasuring 22.175 hectares as specified in Block A.",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695016747_4235.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/d601e879db2cd98aefe8c0e1dca1a9dc.pdf,IBBI_Auctions
L15141MP1985PLC003171,K.S. Oils Limited,"Morena, Kota, Ratlam,Guna and Jaipur",19-10-2023,16-10-2023,2516700000.0,251670000.0,Movable and Immovable properties of the Corporate Debtor as detailed in Block B to Block F,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695017084_4236.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-18-113444-xtb6p-d601e879db2cd98aefe8c0e1dca1a9dc.pdf,IBBI_Auctions
L24298WB1992PLC054815,GUJARAT METALLIC COAL & COKE LIMITED,shares,20-10-2023,16-10-2023,15851270.0,1000000.0,going concern,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695020210_4237.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/b0bf8e1f55d2dcdede570f563a00fe72.pdf,IBBI_Auctions
U34300RJ1996PTC012935,R.S. MOTORS PRIVATE LIMITED,"Location Where Assets are Lying- 1. Opposite Eklinggarh, Govardhan Vilas Road, NH-8, Udaipur- 313001 2. Plot No.1/496/256, Johdaas, Opposite Tata Motors Showroom, Near Sukhadia Circle, Ajmer Road, Bhilwara (Rajasthan)",04-10-2023,02-10-2023,39254320.0,3925000.0,"Block A. Sale of Corporate Debtor as a Going Concern (Plant & Machinery and Security and Financial Assets) Block B. Furniture & Fixtures, Inventories (Spare Parts)",https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695029118_4238.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/2023-09-18-142212-pco23-05739275b09c451e64b311b97ad7cd70.pdf,IBBI_Auctions
U45201AS2008PTC008661,GUWAHATI CONSTRUCTIONS PRIVATE LIMITED,"Guwahati, Assam",11-10-2023,09-10-2023,60224575.0,3011228.0,Land & Building,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695028962_4239.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/be11792d95f0a5246057acc3e9bb6c0c.pdf,IBBI_Auctions
U37100DL2012PTC243731,GREENWORLD INTERNATIONAL PRIVATE LIMITED,"Plot No. 60-61, Ganapati Dham Industrial Area, Sankhol, Bahadurgarh - 124507",20-10-2023,17-10-2023,22239408.0,1111970.0,Plant & Machinery,https://ibbi.gov.in/uploads/auction_notice_liquidation/digital_pdf/LiqAN1695038789_4240.pdf,https://ibbi.gov.in/uploads/auction_notice_liquidation/34115047a03ce352d8224d6d5cdcece5.pdf,IBBI_Auctions
